RegionName,ParkName,ParkType,Year,TRV
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1908,
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1909,
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1910,
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1911,
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1912,
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1913,
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1914,
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1915,
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1916,
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1917,
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1918,
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1919,
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1920,
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1921,
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1922,
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1923,
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1924,
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1925,
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1926,
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1927,
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1928,
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1929,
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1930,
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1931,
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1932,
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1933,
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1934,2592
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1935,1596
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1936,4833
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1937,9770
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1938,15151
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1939,16041
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1940,19307
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1941,18800
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1942,6264
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1943,2087
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1944,2351
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1945,4968
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1946,17573
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1947,22510
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1948,26679
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1949,29739
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1950,26487
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1951,31448
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1952,38449
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1953,51763
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1954,51400
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1955,57200
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1956,62000
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1957,48900
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1958,93000
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1959,100800
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1960,122500
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1961,115000
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1962,131800
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1963,146600
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1964,168200
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1965,184000
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1966,181000
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1967,185100
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1968,215900
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1969,302600
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1970,249000
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1971,223600
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1972,273322
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1973,234800
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1974,267100
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1975,348900
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1976,373600
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1977,310500
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1978,271879
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1979,234286
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1980,336119
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1981,266604
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1982,227428
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1983,291618
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1984,253048
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1985,266012
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1986,289117
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1987,285439
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1988,269073
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1989,288586
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1990,275323
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1991,316336
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1992,337209
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1993,319322
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1994,214194
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1995,221113
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1996,200125
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1997,209863
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1998,193451
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,1999,200142
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,2000,191506
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,2001,181018
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,2002,173687
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,2003,167247
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,2004,175581
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,2005,180814
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,2006,160450
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,2007,219576
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,2008,160185
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,2009,171451
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,2010,176344
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,2011,168336
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,2012,192570
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,2013,175852
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,2014,183045
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,2015,209166
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,2016,238018
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,2017,307143
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,2018,308962
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,2019,432818
Intermountain  Region,Black Canyon of the Gunnison NP,National Park,2020,341620
Intermountain  Region,Bryce Canyon NP,National Park,1904,
Intermountain  Region,Bryce Canyon NP,National Park,1905,
Intermountain  Region,Bryce Canyon NP,National Park,1906,
Intermountain  Region,Bryce Canyon NP,National Park,1907,
Intermountain  Region,Bryce Canyon NP,National Park,1908,
Intermountain  Region,Bryce Canyon NP,National Park,1909,
Intermountain  Region,Bryce Canyon NP,National Park,1910,
Intermountain  Region,Bryce Canyon NP,National Park,1911,
Intermountain  Region,Bryce Canyon NP,National Park,1912,
Intermountain  Region,Bryce Canyon NP,National Park,1913,
Intermountain  Region,Bryce Canyon NP,National Park,1914,
Intermountain  Region,Bryce Canyon NP,National Park,1915,
Intermountain  Region,Bryce Canyon NP,National Park,1916,
Intermountain  Region,Bryce Canyon NP,National Park,1917,
Intermountain  Region,Bryce Canyon NP,National Park,1918,
Intermountain  Region,Bryce Canyon NP,National Park,1919,
Intermountain  Region,Bryce Canyon NP,National Park,1920,
Intermountain  Region,Bryce Canyon NP,National Park,1921,
Intermountain  Region,Bryce Canyon NP,National Park,1922,
Intermountain  Region,Bryce Canyon NP,National Park,1923,
Intermountain  Region,Bryce Canyon NP,National Park,1924,
Intermountain  Region,Bryce Canyon NP,National Park,1925,
Intermountain  Region,Bryce Canyon NP,National Park,1926,
Intermountain  Region,Bryce Canyon NP,National Park,1927,
Intermountain  Region,Bryce Canyon NP,National Park,1928,
Intermountain  Region,Bryce Canyon NP,National Park,1929,21997
Intermountain  Region,Bryce Canyon NP,National Park,1930,35982
Intermountain  Region,Bryce Canyon NP,National Park,1931,41572
Intermountain  Region,Bryce Canyon NP,National Park,1932,34143
Intermountain  Region,Bryce Canyon NP,National Park,1933,32878
Intermountain  Region,Bryce Canyon NP,National Park,1934,51188
Intermountain  Region,Bryce Canyon NP,National Park,1935,63703
Intermountain  Region,Bryce Canyon NP,National Park,1936,88848
Intermountain  Region,Bryce Canyon NP,National Park,1937,94331
Intermountain  Region,Bryce Canyon NP,National Park,1938,101851
Intermountain  Region,Bryce Canyon NP,National Park,1939,101500
Intermountain  Region,Bryce Canyon NP,National Park,1940,103362
Intermountain  Region,Bryce Canyon NP,National Park,1941,124563
Intermountain  Region,Bryce Canyon NP,National Park,1942,30019
Intermountain  Region,Bryce Canyon NP,National Park,1943,7690
Intermountain  Region,Bryce Canyon NP,National Park,1944,10311
Intermountain  Region,Bryce Canyon NP,National Park,1945,33463
Intermountain  Region,Bryce Canyon NP,National Park,1946,125828
Intermountain  Region,Bryce Canyon NP,National Park,1947,163172
Intermountain  Region,Bryce Canyon NP,National Park,1948,175975
Intermountain  Region,Bryce Canyon NP,National Park,1949,192552
Intermountain  Region,Bryce Canyon NP,National Park,1950,212976
Intermountain  Region,Bryce Canyon NP,National Park,1951,224801
Intermountain  Region,Bryce Canyon NP,National Park,1952,225113
Intermountain  Region,Bryce Canyon NP,National Park,1953,242820
Intermountain  Region,Bryce Canyon NP,National Park,1954,238200
Intermountain  Region,Bryce Canyon NP,National Park,1955,254200
Intermountain  Region,Bryce Canyon NP,National Park,1956,257600
Intermountain  Region,Bryce Canyon NP,National Park,1957,263000
Intermountain  Region,Bryce Canyon NP,National Park,1958,248500
Intermountain  Region,Bryce Canyon NP,National Park,1959,278300
Intermountain  Region,Bryce Canyon NP,National Park,1960,272000
Intermountain  Region,Bryce Canyon NP,National Park,1961,264800
Intermountain  Region,Bryce Canyon NP,National Park,1962,251000
Intermountain  Region,Bryce Canyon NP,National Park,1963,289500
Intermountain  Region,Bryce Canyon NP,National Park,1964,300300
Intermountain  Region,Bryce Canyon NP,National Park,1965,366800
Intermountain  Region,Bryce Canyon NP,National Park,1966,396600
Intermountain  Region,Bryce Canyon NP,National Park,1967,295000
Intermountain  Region,Bryce Canyon NP,National Park,1968,320800
Intermountain  Region,Bryce Canyon NP,National Park,1969,366900
Intermountain  Region,Bryce Canyon NP,National Park,1970,345900
Intermountain  Region,Bryce Canyon NP,National Park,1971,377800
Intermountain  Region,Bryce Canyon NP,National Park,1972,424830
Intermountain  Region,Bryce Canyon NP,National Park,1973,429700
Intermountain  Region,Bryce Canyon NP,National Park,1974,408800
Intermountain  Region,Bryce Canyon NP,National Park,1975,579200
Intermountain  Region,Bryce Canyon NP,National Park,1976,625600
Intermountain  Region,Bryce Canyon NP,National Park,1977,611500
Intermountain  Region,Bryce Canyon NP,National Park,1978,679260
Intermountain  Region,Bryce Canyon NP,National Park,1979,558095
Intermountain  Region,Bryce Canyon NP,National Park,1980,571541
Intermountain  Region,Bryce Canyon NP,National Park,1981,474092
Intermountain  Region,Bryce Canyon NP,National Park,1982,471517
Intermountain  Region,Bryce Canyon NP,National Park,1983,472633
Intermountain  Region,Bryce Canyon NP,National Park,1984,495104
Intermountain  Region,Bryce Canyon NP,National Park,1985,500782
Intermountain  Region,Bryce Canyon NP,National Park,1986,578018
Intermountain  Region,Bryce Canyon NP,National Park,1987,718342
Intermountain  Region,Bryce Canyon NP,National Park,1988,791348
Intermountain  Region,Bryce Canyon NP,National Park,1989,808045
Intermountain  Region,Bryce Canyon NP,National Park,1990,862659
Intermountain  Region,Bryce Canyon NP,National Park,1991,929067
Intermountain  Region,Bryce Canyon NP,National Park,1992,1018174
Intermountain  Region,Bryce Canyon NP,National Park,1993,1107951
Intermountain  Region,Bryce Canyon NP,National Park,1994,1028134
Intermountain  Region,Bryce Canyon NP,National Park,1995,994548
Intermountain  Region,Bryce Canyon NP,National Park,1996,1269600
Intermountain  Region,Bryce Canyon NP,National Park,1997,1174824
Intermountain  Region,Bryce Canyon NP,National Park,1998,1166331
Intermountain  Region,Bryce Canyon NP,National Park,1999,1081521
Intermountain  Region,Bryce Canyon NP,National Park,2000,1099275
Intermountain  Region,Bryce Canyon NP,National Park,2001,1068619
Intermountain  Region,Bryce Canyon NP,National Park,2002,886436
Intermountain  Region,Bryce Canyon NP,National Park,2003,903760
Intermountain  Region,Bryce Canyon NP,National Park,2004,987253
Intermountain  Region,Bryce Canyon NP,National Park,2005,1017681
Intermountain  Region,Bryce Canyon NP,National Park,2006,890676
Intermountain  Region,Bryce Canyon NP,National Park,2007,1012563
Intermountain  Region,Bryce Canyon NP,National Park,2008,1043321
Intermountain  Region,Bryce Canyon NP,National Park,2009,1216377
Intermountain  Region,Bryce Canyon NP,National Park,2010,1285492
Intermountain  Region,Bryce Canyon NP,National Park,2011,1296000
Intermountain  Region,Bryce Canyon NP,National Park,2012,1385352
Intermountain  Region,Bryce Canyon NP,National Park,2013,1311875
Intermountain  Region,Bryce Canyon NP,National Park,2014,1435741
Intermountain  Region,Bryce Canyon NP,National Park,2015,1745804
Intermountain  Region,Bryce Canyon NP,National Park,2016,2365110
Intermountain  Region,Bryce Canyon NP,National Park,2017,2571684
Intermountain  Region,Bryce Canyon NP,National Park,2018,2679478
Intermountain  Region,Bryce Canyon NP,National Park,2019,2594904
Intermountain  Region,Bryce Canyon NP,National Park,2020,1464655
Intermountain  Region,Canyonlands NP,National Park,1904,
Intermountain  Region,Canyonlands NP,National Park,1905,
Intermountain  Region,Canyonlands NP,National Park,1906,
Intermountain  Region,Canyonlands NP,National Park,1907,
Intermountain  Region,Canyonlands NP,National Park,1908,
Intermountain  Region,Canyonlands NP,National Park,1909,
Intermountain  Region,Canyonlands NP,National Park,1910,
Intermountain  Region,Canyonlands NP,National Park,1911,
Intermountain  Region,Canyonlands NP,National Park,1912,
Intermountain  Region,Canyonlands NP,National Park,1913,
Intermountain  Region,Canyonlands NP,National Park,1914,
Intermountain  Region,Canyonlands NP,National Park,1915,
Intermountain  Region,Canyonlands NP,National Park,1916,
Intermountain  Region,Canyonlands NP,National Park,1917,
Intermountain  Region,Canyonlands NP,National Park,1918,
Intermountain  Region,Canyonlands NP,National Park,1919,
Intermountain  Region,Canyonlands NP,National Park,1920,
Intermountain  Region,Canyonlands NP,National Park,1921,
Intermountain  Region,Canyonlands NP,National Park,1922,
Intermountain  Region,Canyonlands NP,National Park,1923,
Intermountain  Region,Canyonlands NP,National Park,1924,
Intermountain  Region,Canyonlands NP,National Park,1925,
Intermountain  Region,Canyonlands NP,National Park,1926,
Intermountain  Region,Canyonlands NP,National Park,1927,
Intermountain  Region,Canyonlands NP,National Park,1928,
Intermountain  Region,Canyonlands NP,National Park,1929,
Intermountain  Region,Canyonlands NP,National Park,1930,
Intermountain  Region,Canyonlands NP,National Park,1931,
Intermountain  Region,Canyonlands NP,National Park,1932,
Intermountain  Region,Canyonlands NP,National Park,1933,
Intermountain  Region,Canyonlands NP,National Park,1934,
Intermountain  Region,Canyonlands NP,National Park,1935,
Intermountain  Region,Canyonlands NP,National Park,1936,
Intermountain  Region,Canyonlands NP,National Park,1937,
Intermountain  Region,Canyonlands NP,National Park,1938,
Intermountain  Region,Canyonlands NP,National Park,1939,
Intermountain  Region,Canyonlands NP,National Park,1940,
Intermountain  Region,Canyonlands NP,National Park,1941,
Intermountain  Region,Canyonlands NP,National Park,1942,
Intermountain  Region,Canyonlands NP,National Park,1943,
Intermountain  Region,Canyonlands NP,National Park,1944,
Intermountain  Region,Canyonlands NP,National Park,1945,
Intermountain  Region,Canyonlands NP,National Park,1946,
Intermountain  Region,Canyonlands NP,National Park,1947,
Intermountain  Region,Canyonlands NP,National Park,1948,
Intermountain  Region,Canyonlands NP,National Park,1949,
Intermountain  Region,Canyonlands NP,National Park,1950,
Intermountain  Region,Canyonlands NP,National Park,1951,
Intermountain  Region,Canyonlands NP,National Park,1952,
Intermountain  Region,Canyonlands NP,National Park,1953,
Intermountain  Region,Canyonlands NP,National Park,1954,
Intermountain  Region,Canyonlands NP,National Park,1955,
Intermountain  Region,Canyonlands NP,National Park,1956,
Intermountain  Region,Canyonlands NP,National Park,1957,
Intermountain  Region,Canyonlands NP,National Park,1958,
Intermountain  Region,Canyonlands NP,National Park,1959,
Intermountain  Region,Canyonlands NP,National Park,1960,
Intermountain  Region,Canyonlands NP,National Park,1961,
Intermountain  Region,Canyonlands NP,National Park,1962,
Intermountain  Region,Canyonlands NP,National Park,1963,
Intermountain  Region,Canyonlands NP,National Park,1964,
Intermountain  Region,Canyonlands NP,National Park,1965,19400
Intermountain  Region,Canyonlands NP,National Park,1966,20200
Intermountain  Region,Canyonlands NP,National Park,1967,23200
Intermountain  Region,Canyonlands NP,National Park,1968,26300
Intermountain  Region,Canyonlands NP,National Park,1969,26000
Intermountain  Region,Canyonlands NP,National Park,1970,33400
Intermountain  Region,Canyonlands NP,National Park,1971,55400
Intermountain  Region,Canyonlands NP,National Park,1972,60639
Intermountain  Region,Canyonlands NP,National Park,1973,62500
Intermountain  Region,Canyonlands NP,National Park,1974,59000
Intermountain  Region,Canyonlands NP,National Park,1975,71700
Intermountain  Region,Canyonlands NP,National Park,1976,80000
Intermountain  Region,Canyonlands NP,National Park,1977,75500
Intermountain  Region,Canyonlands NP,National Park,1978,85932
Intermountain  Region,Canyonlands NP,National Park,1979,74545
Intermountain  Region,Canyonlands NP,National Park,1980,56505
Intermountain  Region,Canyonlands NP,National Park,1981,89915
Intermountain  Region,Canyonlands NP,National Park,1982,97079
Intermountain  Region,Canyonlands NP,National Park,1983,100022
Intermountain  Region,Canyonlands NP,National Park,1984,102533
Intermountain  Region,Canyonlands NP,National Park,1985,116672
Intermountain  Region,Canyonlands NP,National Park,1986,172987
Intermountain  Region,Canyonlands NP,National Park,1987,172384
Intermountain  Region,Canyonlands NP,National Park,1988,212100
Intermountain  Region,Canyonlands NP,National Park,1989,257411
Intermountain  Region,Canyonlands NP,National Park,1990,276831
Intermountain  Region,Canyonlands NP,National Park,1991,339315
Intermountain  Region,Canyonlands NP,National Park,1992,395698
Intermountain  Region,Canyonlands NP,National Park,1993,434844
Intermountain  Region,Canyonlands NP,National Park,1994,429921
Intermountain  Region,Canyonlands NP,National Park,1995,448769
Intermountain  Region,Canyonlands NP,National Park,1996,447527
Intermountain  Region,Canyonlands NP,National Park,1997,432697
Intermountain  Region,Canyonlands NP,National Park,1998,436524
Intermountain  Region,Canyonlands NP,National Park,1999,446160
Intermountain  Region,Canyonlands NP,National Park,2000,401558
Intermountain  Region,Canyonlands NP,National Park,2001,368592
Intermountain  Region,Canyonlands NP,National Park,2002,367078
Intermountain  Region,Canyonlands NP,National Park,2003,386986
Intermountain  Region,Canyonlands NP,National Park,2004,371706
Intermountain  Region,Canyonlands NP,National Park,2005,393381
Intermountain  Region,Canyonlands NP,National Park,2006,392537
Intermountain  Region,Canyonlands NP,National Park,2007,417560
Intermountain  Region,Canyonlands NP,National Park,2008,436715
Intermountain  Region,Canyonlands NP,National Park,2009,436241
Intermountain  Region,Canyonlands NP,National Park,2010,435908
Intermountain  Region,Canyonlands NP,National Park,2011,473773
Intermountain  Region,Canyonlands NP,National Park,2012,452952
Intermountain  Region,Canyonlands NP,National Park,2013,462242
Intermountain  Region,Canyonlands NP,National Park,2014,542431
Intermountain  Region,Canyonlands NP,National Park,2015,634607
Intermountain  Region,Canyonlands NP,National Park,2016,776218
Intermountain  Region,Canyonlands NP,National Park,2017,742271
Intermountain  Region,Canyonlands NP,National Park,2018,739449
Intermountain  Region,Canyonlands NP,National Park,2019,733996
Intermountain  Region,Canyonlands NP,National Park,2020,493914
Intermountain  Region,Capitol Reef NP,National Park,1904,
Intermountain  Region,Capitol Reef NP,National Park,1905,
Intermountain  Region,Capitol Reef NP,National Park,1906,
Intermountain  Region,Capitol Reef NP,National Park,1907,
Intermountain  Region,Capitol Reef NP,National Park,1908,
Intermountain  Region,Capitol Reef NP,National Park,1909,
Intermountain  Region,Capitol Reef NP,National Park,1910,
Intermountain  Region,Capitol Reef NP,National Park,1911,
Intermountain  Region,Capitol Reef NP,National Park,1912,
Intermountain  Region,Capitol Reef NP,National Park,1913,
Intermountain  Region,Capitol Reef NP,National Park,1914,
Intermountain  Region,Capitol Reef NP,National Park,1915,
Intermountain  Region,Capitol Reef NP,National Park,1916,
Intermountain  Region,Capitol Reef NP,National Park,1917,
Intermountain  Region,Capitol Reef NP,National Park,1918,
Intermountain  Region,Capitol Reef NP,National Park,1919,
Intermountain  Region,Capitol Reef NP,National Park,1920,
Intermountain  Region,Capitol Reef NP,National Park,1921,
Intermountain  Region,Capitol Reef NP,National Park,1922,
Intermountain  Region,Capitol Reef NP,National Park,1923,
Intermountain  Region,Capitol Reef NP,National Park,1924,
Intermountain  Region,Capitol Reef NP,National Park,1925,
Intermountain  Region,Capitol Reef NP,National Park,1926,
Intermountain  Region,Capitol Reef NP,National Park,1927,
Intermountain  Region,Capitol Reef NP,National Park,1928,
Intermountain  Region,Capitol Reef NP,National Park,1929,
Intermountain  Region,Capitol Reef NP,National Park,1930,
Intermountain  Region,Capitol Reef NP,National Park,1931,
Intermountain  Region,Capitol Reef NP,National Park,1932,
Intermountain  Region,Capitol Reef NP,National Park,1933,
Intermountain  Region,Capitol Reef NP,National Park,1934,
Intermountain  Region,Capitol Reef NP,National Park,1935,
Intermountain  Region,Capitol Reef NP,National Park,1936,
Intermountain  Region,Capitol Reef NP,National Park,1937,
Intermountain  Region,Capitol Reef NP,National Park,1938,1500
Intermountain  Region,Capitol Reef NP,National Park,1939,1500
Intermountain  Region,Capitol Reef NP,National Park,1940,2000
Intermountain  Region,Capitol Reef NP,National Park,1941,1975
Intermountain  Region,Capitol Reef NP,National Park,1942,0
Intermountain  Region,Capitol Reef NP,National Park,1943,0
Intermountain  Region,Capitol Reef NP,National Park,1944,0
Intermountain  Region,Capitol Reef NP,National Park,1945,0
Intermountain  Region,Capitol Reef NP,National Park,1946,0
Intermountain  Region,Capitol Reef NP,National Park,1947,0
Intermountain  Region,Capitol Reef NP,National Park,1948,
Intermountain  Region,Capitol Reef NP,National Park,1949,
Intermountain  Region,Capitol Reef NP,National Park,1950,3066
Intermountain  Region,Capitol Reef NP,National Park,1951,13192
Intermountain  Region,Capitol Reef NP,National Park,1952,6411
Intermountain  Region,Capitol Reef NP,National Park,1953,9991
Intermountain  Region,Capitol Reef NP,National Park,1954,12900
Intermountain  Region,Capitol Reef NP,National Park,1955,7500
Intermountain  Region,Capitol Reef NP,National Park,1956,62500
Intermountain  Region,Capitol Reef NP,National Park,1957,56900
Intermountain  Region,Capitol Reef NP,National Park,1958,65000
Intermountain  Region,Capitol Reef NP,National Park,1959,89600
Intermountain  Region,Capitol Reef NP,National Park,1960,102500
Intermountain  Region,Capitol Reef NP,National Park,1961,136800
Intermountain  Region,Capitol Reef NP,National Park,1962,163500
Intermountain  Region,Capitol Reef NP,National Park,1963,93200
Intermountain  Region,Capitol Reef NP,National Park,1964,92500
Intermountain  Region,Capitol Reef NP,National Park,1965,108500
Intermountain  Region,Capitol Reef NP,National Park,1966,94000
Intermountain  Region,Capitol Reef NP,National Park,1967,146600
Intermountain  Region,Capitol Reef NP,National Park,1968,171000
Intermountain  Region,Capitol Reef NP,National Park,1969,210600
Intermountain  Region,Capitol Reef NP,National Park,1970,225900
Intermountain  Region,Capitol Reef NP,National Park,1971,225500
Intermountain  Region,Capitol Reef NP,National Park,1972,251163
Intermountain  Region,Capitol Reef NP,National Park,1973,288800
Intermountain  Region,Capitol Reef NP,National Park,1974,214100
Intermountain  Region,Capitol Reef NP,National Park,1975,263400
Intermountain  Region,Capitol Reef NP,National Park,1976,425100
Intermountain  Region,Capitol Reef NP,National Park,1977,428800
Intermountain  Region,Capitol Reef NP,National Park,1978,392428
Intermountain  Region,Capitol Reef NP,National Park,1979,288860
Intermountain  Region,Capitol Reef NP,National Park,1980,342788
Intermountain  Region,Capitol Reef NP,National Park,1981,397789
Intermountain  Region,Capitol Reef NP,National Park,1982,289486
Intermountain  Region,Capitol Reef NP,National Park,1983,331734
Intermountain  Region,Capitol Reef NP,National Park,1984,296230
Intermountain  Region,Capitol Reef NP,National Park,1985,320503
Intermountain  Region,Capitol Reef NP,National Park,1986,383742
Intermountain  Region,Capitol Reef NP,National Park,1987,428808
Intermountain  Region,Capitol Reef NP,National Park,1988,469556
Intermountain  Region,Capitol Reef NP,National Park,1989,515278
Intermountain  Region,Capitol Reef NP,National Park,1990,562477
Intermountain  Region,Capitol Reef NP,National Park,1991,618056
Intermountain  Region,Capitol Reef NP,National Park,1992,675837
Intermountain  Region,Capitol Reef NP,National Park,1993,610707
Intermountain  Region,Capitol Reef NP,National Park,1994,605324
Intermountain  Region,Capitol Reef NP,National Park,1995,648864
Intermountain  Region,Capitol Reef NP,National Park,1996,678012
Intermountain  Region,Capitol Reef NP,National Park,1997,625680
Intermountain  Region,Capitol Reef NP,National Park,1998,656026
Intermountain  Region,Capitol Reef NP,National Park,1999,680153
Intermountain  Region,Capitol Reef NP,National Park,2000,612656
Intermountain  Region,Capitol Reef NP,National Park,2001,527760
Intermountain  Region,Capitol Reef NP,National Park,2002,525646
Intermountain  Region,Capitol Reef NP,National Park,2003,535441
Intermountain  Region,Capitol Reef NP,National Park,2004,549708
Intermountain  Region,Capitol Reef NP,National Park,2005,550255
Intermountain  Region,Capitol Reef NP,National Park,2006,511511
Intermountain  Region,Capitol Reef NP,National Park,2007,554907
Intermountain  Region,Capitol Reef NP,National Park,2008,604811
Intermountain  Region,Capitol Reef NP,National Park,2009,617208
Intermountain  Region,Capitol Reef NP,National Park,2010,662661
Intermountain  Region,Capitol Reef NP,National Park,2011,668834
Intermountain  Region,Capitol Reef NP,National Park,2012,673345
Intermountain  Region,Capitol Reef NP,National Park,2013,663670
Intermountain  Region,Capitol Reef NP,National Park,2014,786514
Intermountain  Region,Capitol Reef NP,National Park,2015,941029
Intermountain  Region,Capitol Reef NP,National Park,2016,1064904
Intermountain  Region,Capitol Reef NP,National Park,2017,1150165
Intermountain  Region,Capitol Reef NP,National Park,2018,1227627
Intermountain  Region,Capitol Reef NP,National Park,2019,1226519
Intermountain  Region,Capitol Reef NP,National Park,2020,981038
Intermountain  Region,Carlsbad Caverns NP,National Park,1904,
Intermountain  Region,Carlsbad Caverns NP,National Park,1905,
Intermountain  Region,Carlsbad Caverns NP,National Park,1906,
